id,idp,organisation,alias,alias with country code,tenent host name,country,timezone,language,email,term and cons,logo,landing page
1316,https://shibboleth.plymouth.ac.uk/idp/shibboleth,Plymouth University 2014,plymouth,plymouthuk,plymouth.unity.ac,United Kingdom,Europe/London,en_GB,[a-zA-Z0-9\._-]*plymouth[.][a-zA-Z\._-]*ac[.]uk,,,
1328,https://idp.brunel.ac.uk/entity,Brunel University (New),brunel,bruneluk,brunel.unity.ac,United Kingdom,Europe/London,en_GB,[a-zA-Z0-9\._-]*brunel[.][a-zA-Z\._-]*ac[.]uk,,,
1344,https://shib.gcu.ac.uk/idp/shibboleth,Glasgow Caledonian University,gcu,gcuuk,gcu.unity.ac,United Kingdom,Europe/London,en_GB,[a-zA-Z0-9\._-]*gcal[.][a-zA-Z\._-]*ac[.]uk|[a-zA-Z0-9\._-]*gcu[.][a-zA-Z\._-]*ac[.]uk,,,
1366,https://idp.yorksj.ac.uk/oala,York St John University (New),yorksj,yorksjuk,yorksj.unity.ac,United Kingdom,Europe/London,en_GB,[a-zA-Z0-9\._-]*yorksj[.][a-zA-Z\._-]*ac[.]uk,,,
1645,https://idp.unipg.it/idp/shibboleth,Università degli studi di Perugia,unipg,unipgit,unipg.unity.ac,Italy,Europe/Rome,it_IT,[a-zA-Z0-9\._-]*unipg[.][a-zA-Z\._-]*it,,,
1720,https://login.services.uu.nl/nidp/saml2/metadata,Universiteit Utrecht,uu,uunl,uunl.unity.ac,Netherlands,Europe/Amsterdam,nl_NL,[a-zA-Z0-9\._-]*uu[.][a-zA-Z\._-]*nl,,,
1821,https://utwente.nl/,Universiteit Twente,utwente,utwentenl,utwente.unity.ac,Netherlands,Europe/Amsterdam,nl_NL,[a-zA-Z0-9\._-]*utwente[.][a-zA-Z\._-]*nl,,,
1857,urn:mace:kuleuven.be:kulassoc:khleuven.be,KHLeuven,khleuven,khleuvenbe,khleuven.unity.ac,Belgium,Europe/Brussels,nl_NL,[a-zA-Z0-9\._-]*khleuven[.][a-zA-Z\._-]*be,,,
2277,https://zididp.uni-graz.at/idp/shibboleth,Universität Graz,uni-graz,uni-grazat,uni-graz.unity.ac,Austria,Europe/Vienna,de_DE,[a-zA-Z0-9\._-]*uni-graz[.][a-zA-Z\._-]*at,,,
2285,http://iam.auckland.ac.nz/idp,The University of Auckland,auckland,aucklandnz,auckland.unity.ac,New Zealand,Pacific/Auckland,en_GB,[a-zA-Z0-9\._-]*auckland[.][a-zA-Z\._-]*ac[.]nz,,,
2286,https://idp.agresearch.co.nz/idp/shibboleth,AgResearch,agresearch,agresearchnz,agresearch.unity.ac,New Zealand,Pacific/Auckland,en_GB,[a-zA-Z0-9\._-]*agresearch[.][a-zA-Z\._-]*co[.]nz,,,
2287,https://idp.aut.ac.nz/idp/shibboleth,AUT University,aut,autnz,aut.unity.ac,New Zealand,Pacific/Auckland,en_GB,[a-zA-Z0-9\._-]*aut[.][a-zA-Z\._-]*ac[.]nz,,,
2288,https://idp.canterbury.ac.nz/idp/shibboleth,University of Canterbury,canterbury,canterburynz,canterburynz.unity.ac,New Zealand,Pacific/Auckland,en_GB,[a-zA-Z0-9\._-]*canterbury[.][a-zA-Z\._-]*ac[.]nz,,,
2289,https://idp.cpit.ac.nz/idp/shibboleth,CPIT,cpit,cpitnz,cpit.unity.ac,New Zealand,Pacific/Auckland,en_GB,[a-zA-Z0-9\._-]*cpit[.][a-zA-Z\._-]*ac[.]nz,,,
2290,https://idp.esr.cri.nz/idp/shibboleth,ESR,esr,esrnz,esr.unity.ac,New Zealand,Pacific/Auckland,en_GB,[a-zA-Z0-9\._-]*esr[.][a-zA-Z\._-]*cri[.]nz,,,
2291,https://idp.landcareresearch.co.nz/idp/shibboleth,Landcare Research,landcareresearch,landcareresearchnz,landcareresearch.unity.ac,New Zealand,Pacific/Auckland,en_GB,[a-zA-Z0-9\._-]*landcareresearch[.][a-zA-Z\._-]*co[.]nz,,,
2292,https://idp.lincoln.ac.nz/idp/shibboleth,Lincoln University,lincoln,lincolnnz,lincolnnz.unity.ac,New Zealand,Pacific/Auckland,en_GB,[a-zA-Z0-9\._-]*lincoln[.][a-zA-Z\._-]*ac[.]nz,,,
2293,https://idp.massey.ac.nz/idp/shibboleth,Massey University,massey,masseynz,massey.unity.ac,New Zealand,Pacific/Auckland,en_GB,[a-zA-Z0-9\._-]*massey[.][a-zA-Z\._-]*ac[.]nz,,,
2294,https://idp.niwa.co.nz/idp/shibboleth,NIWA,niwa,niwanz,niwa.unity.ac,New Zealand,Pacific/Auckland,en_GB,[a-zA-Z0-9\._-]*niwa[.][a-zA-Z\._-]*co[.]nz,,,
2295,https://idp.otago.ac.nz/idp/shibboleth,University of Otago,otago,otagonz,otago.unity.ac,New Zealand,Pacific/Auckland,en_GB,[a-zA-Z0-9\._-]*otago[.][a-zA-Z\._-]*ac[.]nz,,,
2296,https://idp.plantandfood.co.nz/idp/shibboleth,Plant and Food Research,plantandfood,plantandfoodnz,plantandfood.unity.ac,New Zealand,Pacific/Auckland,en_GB,[a-zA-Z0-9\._-]*plantandfood[.][a-zA-Z\._-]*co[.]nz,,,
2298,https://idp.vuw.ac.nz/idp/shibboleth,Victoria University of Wellington,vuw,vuwnz,vuw.unity.ac,New Zealand,Pacific/Auckland,en_GB,[a-zA-Z0-9\._-]*vuw[.][a-zA-Z\._-]*ac[.]nz,,,
2299,https://idp.waikato.ac.nz/idp/shibboleth,Waikato University,waikato,waikatonz,waikato.unity.ac,New Zealand,Pacific/Auckland,en_GB,[a-zA-Z0-9\._-]*waikato[.][a-zA-Z\._-]*ac[.]nz,,,
